Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2306,2714,Female,Laboratory Technician,Married,No,Y,5,29,1,1401,6,High School,1,2,54,3,1,4,3131,26342,1,13,3,1,80,1,10,3,10,8,0,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2419,2827,Male,Laboratory Technician,Married,No,Y,6,25,1,882,19,High School,1,4,67,3,1,4,3669,9075,3,11,3,3,80,3,7,2,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2728,3136,Female,Laboratory Technician,Divorced,Yes,Y,4,31,1,1276,2,High School,1,4,59,1,1,4,1129,17536,1,11,3,3,80,3,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2781,3189,Male,Laboratory Technician,Single,Yes,Y,3,29,1,1370,3,High School,1,2,87,3,1,1,4723,16213,1,18,3,4,80,0,10,3,10,9,1,5
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-826,1150,Male,Manufacturing Director,Married,Yes,Y,2,29,1,718,8,High School,1,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,10,7,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2279,2687,Male,Manufacturing Director,Married,Yes,Y,2,29,1,718,8,High School,1,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,10,7,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-109,143,Male,Research Scientist,Married,No,Y,2,25,1,1280,7,High School,1,4,64,2,1,4,2889,26897,1,11,3,3,80,2,2,3,2,2,2,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-181,246,Female,Research Scientist,Married,Yes,Y,0,31,1,140,12,High School,1,3,95,3,1,4,3929,6984,8,23,4,3,80,1,7,3,4,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-619,854,Male,Research Scientist,Single,No,Y,3,25,1,180,2,High School,1,1,65,4,1,1,3424,21632,7,13,3,3,80,0,6,2,4,3,0,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-999,1407,Male,Research Scientist,Single,No,Y,2,26,1,683,2,High School,1,1,36,2,1,4,3904,4050,0,12,3,4,80,0,5,3,4,3,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1562,1970,Male,Research Scientist,Married,No,Y,2,25,1,1280,7,High School,1,4,64,2,1,4,2889,26897,1,11,3,3,80,2,2,3,2,2,2,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1634,2042,Female,Research Scientist,Married,Yes,Y,0,31,1,140,12,High School,1,3,95,3,1,4,3929,6984,8,23,4,3,80,1,7,3,4,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2072,2480,Male,Research Scientist,Single,No,Y,3,25,1,180,2,High School,1,1,65,4,1,1,3424,21632,7,13,3,3,80,0,6,2,4,3,0,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2452,2860,Male,Research Scientist,Single,No,Y,2,26,1,683,2,High School,1,1,36,2,1,4,3904,4050,0,12,3,4,80,0,5,3,4,3,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-844,1177,Male,Laboratory Technician,Married,No,Y,2,26,1,1384,3,Master's Degree,1,1,82,4,1,4,4420,13421,1,22,4,2,80,1,8,3,8,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-869,1216,Male,Laboratory Technician,Married,No,Y,2,28,1,1179,19,Master's Degree,1,4,78,2,1,1,3196,12449,1,12,3,3,80,3,6,3,6,5,3,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1030,1502,Female,Laboratory Technician,Married,No,Y,5,33,1,1099,4,Master's Degree,1,1,82,2,1,2,3838,8192,8,11,3,4,80,0,8,3,5,4,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1047,1709,Female,Laboratory Technician,Married,No,Y,2,29,1,1082,9,Master's Degree,1,4,43,3,1,3,2974,25412,9,17,3,3,80,1,9,3,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1207,1718,Male,Laboratory Technician,Married,No,Y,3,26,1,390,17,Master's Degree,1,4,62,1,1,3,2305,6217,1,15,3,3,80,3,3,4,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2297,2705,Male,Laboratory Technician,Married,No,Y,2,26,1,1384,3,Master's Degree,1,1,82,4,1,4,4420,13421,1,22,4,2,80,1,8,3,8,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2322,2730,Male,Laboratory Technician,Married,No,Y,2,28,1,1179,19,Master's Degree,1,4,78,2,1,1,3196,12449,1,12,3,3,80,3,6,3,6,5,3,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2483,2891,Female,Laboratory Technician,Married,No,Y,5,33,1,1099,4,Master's Degree,1,1,82,2,1,2,3838,8192,8,11,3,4,80,0,8,3,5,4,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2500,2908,Female,Laboratory Technician,Married,No,Y,2,29,1,1082,9,Master's Degree,1,4,43,3,1,3,2974,25412,9,17,3,3,80,1,9,3,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2660,3068,Male,Laboratory Technician,Married,No,Y,3,26,1,390,17,Master's Degree,1,4,62,1,1,3,2305,6217,1,15,3,3,80,3,3,4,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-949,1321,Female,Manager,Married,Yes,Y,2,30,1,634,17,Master's Degree,1,2,95,3,3,1,11916,25927,1,23,4,4,80,2,9,3,9,1,0,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2402,2810,Female,Manager,Married,Yes,Y,2,30,1,634,17,Master's Degree,1,2,95,3,3,1,11916,25927,1,23,4,4,80,2,9,3,9,1,0,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-343,462,Female,Manufacturing Director,Single,Yes,Y,2,31,1,1232,7,Master's Degree,1,3,39,3,3,4,7143,25713,1,14,3,3,80,0,11,2,11,9,4,10
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-693,966,Female,Manufacturing Director,Married,No,Y,2,32,1,498,3,Master's Degree,1,3,93,3,2,1,6725,13554,1,12,3,3,80,1,8,4,8,7,6,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1796,2204,Female,Manufacturing Director,Single,Yes,Y,2,31,1,1232,7,Master's Degree,1,3,39,3,3,4,7143,25713,1,14,3,3,80,0,11,2,11,9,4,10
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2146,2554,Female,Manufacturing Director,Married,No,Y,2,32,1,498,3,Master's Degree,1,3,93,3,2,1,6725,13554,1,12,3,3,80,1,8,4,8,7,6,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-421,564,Male,Research Director,Married,No,Y,2,29,1,986,3,Master's Degree,1,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,3,10,2,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1874,2282,Male,Research Director,Married,No,Y,2,29,1,986,3,Master's Degree,1,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,3,10,2,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-73,95,Male,Research Scientist,Single,No,Y,4,31,1,1082,1,Master's Degree,1,3,87,3,1,2,2501,18775,1,17,3,2,80,0,1,3,1,1,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-222,305,Female,Research Scientist,Married,No,Y,3,33,1,147,4,Master's Degree,1,3,47,2,1,2,2622,13248,6,21,4,4,80,0,7,3,3,2,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-323,439,Female,Research Scientist,Single,No,Y,0,32,1,1018,2,Master's Degree,1,1,74,4,2,4,5055,10557,7,16,3,3,80,0,10,2,7,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-486,655,Female,Research Scientist,Divorced,No,Y,5,27,1,798,6,Master's Degree,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,2,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-513,700,Male,Research Scientist,Single,No,Y,0,27,1,1115,3,Master's Degree,1,1,54,2,1,4,2045,15174,0,13,3,4,80,0,5,3,4,2,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-580,804,Female,Research Scientist,Single,No,Y,3,34,1,121,2,Master's Degree,1,3,86,2,1,1,4381,7530,1,11,3,3,80,0,6,3,6,5,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1065,2054,Female,Research Scientist,Single,No,Y,3,29,1,468,28,Master's Degree,1,4,73,2,1,1,3785,8489,1,14,3,2,80,0,5,1,5,4,0,4
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1211,1577,Male,Research Scientist,Single,No,Y,4,34,1,479,7,Master's Degree,1,1,35,3,1,4,2972,22061,1,13,3,3,80,0,1,1,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1327,1755,Male,Research Scientist,Married,Yes,Y,3,34,1,181,2,Master's Degree,1,4,97,4,1,4,2932,5586,0,14,3,1,80,3,6,3,5,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1526,1934,Male,Research Scientist,Single,No,Y,4,31,1,1082,1,Master's Degree,1,3,87,3,1,2,2501,18775,1,17,3,2,80,0,1,3,1,1,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1675,2083,Female,Research Scientist,Married,No,Y,3,33,1,147,4,Master's Degree,1,3,47,2,1,2,2622,13248,6,21,4,4,80,0,7,3,3,2,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1776,2184,Female,Research Scientist,Single,No,Y,0,32,1,1018,2,Master's Degree,1,1,74,4,2,4,5055,10557,7,16,3,3,80,0,10,2,7,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1939,2347,Female,Research Scientist,Divorced,No,Y,5,27,1,798,6,Master's Degree,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,2,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1966,2374,Male,Research Scientist,Single,No,Y,0,27,1,1115,3,Master's Degree,1,1,54,2,1,4,2045,15174,0,13,3,4,80,0,5,3,4,2,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2033,2441,Female,Research Scientist,Single,No,Y,3,34,1,121,2,Master's Degree,1,3,86,2,1,1,4381,7530,1,11,3,3,80,0,6,3,6,5,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2518,2926,Female,Research Scientist,Single,No,Y,3,29,1,468,28,Master's Degree,1,4,73,2,1,1,3785,8489,1,14,3,2,80,0,5,1,5,4,0,4
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2664,3072,Male,Research Scientist,Single,No,Y,4,34,1,479,7,Master's Degree,1,1,35,3,1,4,2972,22061,1,13,3,3,80,0,1,1,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2780,3188,Male,Research Scientist,Married,Yes,Y,3,34,1,181,2,Master's Degree,1,4,97,4,1,4,2932,5586,0,14,3,1,80,3,6,3,5,0,1,2
Yes,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-14,18,Male,Laboratory Technician,Divorced,No,Y,2,34,1,1346,19,Associates Degree,1,2,93,3,1,4,2661,8758,0,11,3,3,80,1,3,3,2,2,1,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-141,190,Female,Laboratory Technician,Single,No,Y,2,32,0,1033,9,Bachelor's Degree,1,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,4,5,4,0,4
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-235,325,Male,Laboratory Technician,Married,Yes,Y,2,33,0,813,14,Bachelor's Degree,1,3,58,3,1,4,2436,22149,5,13,3,3,80,1,8,1,5,4,0,4
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-406,538,Male,Laboratory Technician,Married,No,Y,5,25,0,688,3,Bachelor's Degree,1,1,91,3,1,1,4031,9396,5,13,3,3,80,1,6,3,2,2,0,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-798,1107,Male,Laboratory Technician,Divorced,No,Y,0,26,0,1330,21,Bachelor's Degree,1,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,2,1,1,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1451,1604,Male,Laboratory Technician,Married,Yes,Y,3,28,0,329,24,Bachelor's Degree,1,3,51,3,1,2,2408,7324,1,17,3,3,80,3,1,3,1,1,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1594,2002,Female,Laboratory Technician,Single,No,Y,2,32,0,1033,9,Bachelor's Degree,1,1,41,3,1,1,4200,10224,7,22,4,1,80,0,10,4,5,4,0,4
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1688,2096,Male,Laboratory Technician,Married,Yes,Y,2,33,0,813,14,Bachelor's Degree,1,3,58,3,1,4,2436,22149,5,13,3,3,80,1,8,1,5,4,0,4
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1859,2267,Male,Laboratory Technician,Married,No,Y,5,25,0,688,3,Bachelor's Degree,1,1,91,3,1,1,4031,9396,5,13,3,3,80,1,6,3,2,2,0,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-2251,2659,Male,Laboratory Technician,Divorced,No,Y,0,26,0,1330,21,Bachelor's Degree,1,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,2,1,1,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-2904,3312,Male,Laboratory Technician,Married,Yes,Y,3,28,0,329,24,Bachelor's Degree,1,3,51,3,1,2,2408,7324,1,17,3,3,80,3,1,3,1,1,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-799,1108,Male,Research Scientist,Single,Yes,Y,0,33,0,1017,25,Bachelor's Degree,1,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,3,2,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-2252,2660,Male,Research Scientist,Single,Yes,Y,0,33,0,1017,25,Bachelor's Degree,1,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,3,2,2,2,2
Yes,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-5,7,Male,Laboratory Technician,Married,No,Y,3,27,1,591,2,High School,1,1,40,3,1,2,3468,16632,9,12,3,4,80,1,6,3,2,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-437,584,Male,Laboratory Technician,Divorced,No,Y,2,33,0,587,10,High School,1,1,38,1,1,4,3408,6705,7,13,3,1,80,3,8,3,4,3,1,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1890,2298,Male,Laboratory Technician,Divorced,No,Y,2,33,0,587,10,High School,1,1,38,1,1,4,3408,6705,7,13,3,1,80,3,8,3,4,3,1,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-436,582,Male,Manager,Married,Yes,Y,2,33,0,1277,15,High School,1,2,56,3,3,3,13610,24619,7,12,3,4,80,0,15,4,7,6,7,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1889,2297,Male,Manager,Married,Yes,Y,2,33,0,1277,15,High School,1,2,56,3,3,3,13610,24619,7,12,3,4,80,0,15,4,7,6,7,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-25,31,Male,Research Scientist,Single,No,Y,2,34,0,699,6,High School,1,2,83,3,1,1,2960,17102,2,11,3,3,80,0,8,3,4,2,1,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-230,315,Male,Research Scientist,Single,Yes,Y,3,29,0,896,18,High School,1,3,86,2,1,4,2389,14961,1,13,3,3,80,0,4,2,4,3,0,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1478,1886,Male,Research Scientist,Single,No,Y,2,34,0,699,6,High School,1,2,83,3,1,1,2960,17102,2,11,3,3,80,0,8,3,4,2,1,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1683,2091,Male,Research Scientist,Single,Yes,Y,3,29,0,896,18,High School,1,3,86,2,1,4,2389,14961,1,13,3,3,80,0,4,2,4,3,0,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-289,394,Male,Laboratory Technician,Divorced,Yes,Y,2,26,0,1449,16,Master's Degree,1,1,45,3,1,2,2373,14180,2,13,3,4,80,1,5,3,3,2,0,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1742,2150,Male,Laboratory Technician,Divorced,Yes,Y,2,26,0,1449,16,Master's Degree,1,1,45,3,1,2,2373,14180,2,13,3,4,80,1,5,3,3,2,0,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-986,1389,Male,Manufacturing Director,Married,Yes,Y,3,31,0,330,22,Master's Degree,1,4,98,3,2,3,6179,21057,1,15,3,4,80,2,10,2,10,2,6,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-2439,2847,Male,Manufacturing Director,Married,Yes,Y,3,31,0,330,22,Master's Degree,1,4,98,3,2,3,6179,21057,1,15,3,4,80,2,10,2,10,2,6,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-324,440,Male,Research Scientist,Married,Yes,Y,4,28,0,1157,2,Master's Degree,1,1,84,1,1,4,3464,24737,5,13,3,4,80,0,5,2,3,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-599,828,Male,Research Scientist,Single,No,Y,3,28,0,890,2,Master's Degree,1,3,46,3,1,3,4382,16374,6,17,3,4,80,0,5,2,2,2,2,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1450,2027,Male,Research Scientist,Married,Yes,Y,3,29,0,1092,1,Master's Degree,1,1,36,3,1,4,4787,26124,9,14,3,2,80,3,4,4,2,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-1777,2185,Male,Research Scientist,Married,Yes,Y,4,28,0,1157,2,Master's Degree,1,1,84,1,1,4,3464,24737,5,13,3,4,80,0,5,2,3,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-2052,2460,Male,Research Scientist,Single,No,Y,3,28,0,890,2,Master's Degree,1,3,46,3,1,3,4382,16374,6,17,3,4,80,0,5,2,2,2,2,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,STAFF-2903,3311,Male,Research Scientist,Married,Yes,Y,3,29,0,1092,1,Master's Degree,1,1,36,3,1,4,4787,26124,9,14,3,2,80,3,4,4,2,2,2,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-54,70,Male,Healthcare Representative,Married,Yes,Y,3,35,1,1097,11,Associates Degree,1,3,79,2,3,1,9884,8302,2,13,3,3,80,1,10,3,4,0,2,3
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1507,1915,Male,Healthcare Representative,Married,Yes,Y,3,35,1,1097,11,Associates Degree,1,3,79,2,3,1,9884,8302,2,13,3,3,80,1,10,3,4,0,2,3
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-198,270,Female,Manufacturing Director,Divorced,No,Y,5,42,1,926,21,Associates Degree,1,3,36,3,2,3,5265,16439,2,16,3,2,80,1,11,3,5,3,0,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1098,1804,Male,Manufacturing Director,Divorced,No,Y,6,35,1,1180,2,Associates Degree,1,2,90,3,2,4,5762,24442,2,14,3,3,80,1,15,3,7,7,1,7
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1651,2059,Female,Manufacturing Director,Divorced,No,Y,5,42,1,926,21,Associates Degree,1,3,36,3,2,3,5265,16439,2,16,3,2,80,1,11,3,5,3,0,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-2551,2959,Male,Manufacturing Director,Divorced,No,Y,6,35,1,1180,2,Associates Degree,1,2,90,3,2,4,5762,24442,2,14,3,3,80,1,15,3,7,7,1,7
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-100,132,Male,Laboratory Technician,Married,No,Y,3,44,1,489,23,Bachelor's Degree,1,2,67,3,2,2,2042,25043,4,12,3,3,80,1,17,4,3,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-544,744,Male,Laboratory Technician,Single,No,Y,5,44,1,381,24,Bachelor's Degree,1,1,49,1,1,3,3708,2104,2,14,3,3,80,0,9,3,5,2,1,4
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1553,1961,Male,Laboratory Technician,Married,No,Y,3,44,1,489,23,Bachelor's Degree,1,2,67,3,2,2,2042,25043,4,12,3,3,80,1,17,4,3,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1997,2405,Male,Laboratory Technician,Single,No,Y,5,44,1,381,24,Bachelor's Degree,1,1,49,1,1,3,3708,2104,2,14,3,3,80,0,9,3,5,2,1,4
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-84,107,Female,Research Scientist,Divorced,Yes,Y,3,38,1,573,6,Bachelor's Degree,1,2,79,1,2,4,5329,15717,7,12,3,4,80,3,17,3,13,11,1,9
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-194,262,Male,Research Scientist,Divorced,No,Y,3,43,1,1344,7,Bachelor's Degree,1,4,37,4,1,4,2089,5228,4,14,3,4,80,3,7,4,5,4,2,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1537,1945,Female,Research Scientist,Divorced,Yes,Y,3,38,1,573,6,Bachelor's Degree,1,2,79,1,2,4,5329,15717,7,12,3,4,80,3,17,3,13,11,1,9
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1647,2055,Male,Research Scientist,Divorced,No,Y,3,43,1,1344,7,Bachelor's Degree,1,4,37,4,1,4,2089,5228,4,14,3,4,80,3,7,4,5,4,2,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-399,529,Female,Research Scientist,Married,Yes,Y,2,37,1,1063,25,Doctoral Degree,1,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,3,13,11,10,7
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1852,2260,Female,Research Scientist,Married,Yes,Y,2,37,1,1063,25,Doctoral Degree,1,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,3,13,11,10,7
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1099,1468,Male,Research Director,Divorced,No,Y,5,40,1,218,8,High School,1,4,55,2,3,2,13757,25178,2,11,3,3,80,1,16,3,9,8,4,8
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-2552,2960,Male,Research Director,Divorced,No,Y,5,40,1,218,8,High School,1,4,55,2,3,2,13757,25178,2,11,3,3,80,1,16,3,9,8,4,8
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1002,1662,Female,Manufacturing Director,Married,No,Y,6,36,1,894,1,Master's Degree,1,4,33,2,2,3,4374,15411,0,15,3,3,80,0,4,3,3,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-2455,2863,Female,Manufacturing Director,Married,No,Y,6,36,1,894,1,Master's Degree,1,4,33,2,2,3,4374,15411,0,15,3,3,80,0,4,3,3,2,1,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-276,380,Female,Research Director,Divorced,Yes,Y,2,37,1,728,1,Master's Degree,1,1,80,3,3,4,13603,11677,2,18,3,1,80,2,15,3,5,2,0,2
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,STAFF-1729,2137,Female,Research Director,Divorced,Yes,Y,2,37,1,728,1,Master's Degree,1,1,80,3,3,4,13603,11677,2,18,3,1,80,2,15,3,5,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-583,807,Female,Healthcare Representative,Married,No,Y,2,40,1,791,2,Associates Degree,1,3,38,4,2,2,4244,9931,1,24,4,4,80,1,8,3,8,7,3,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-2036,2444,Female,Healthcare Representative,Married,No,Y,2,40,1,791,2,Associates Degree,1,3,38,4,2,2,4244,9931,1,24,4,4,80,1,8,3,8,7,3,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-173,238,Male,Laboratory Technician,Single,No,Y,3,36,1,1480,3,Associates Degree,1,4,30,3,1,2,2088,15062,4,12,3,3,80,0,13,2,8,7,7,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1011,1760,Female,Laboratory Technician,Married,No,Y,4,38,1,594,2,Associates Degree,1,3,75,2,1,2,2468,15963,4,14,3,2,80,1,9,2,6,1,0,5
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1016,1480,Female,Laboratory Technician,Single,No,Y,3,42,1,748,9,Associates Degree,1,1,74,3,1,4,3673,16458,1,13,3,3,80,0,12,3,12,9,5,8
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1130,2061,Male,Laboratory Technician,Married,No,Y,3,36,1,884,23,Associates Degree,1,3,41,4,2,4,2571,12290,4,17,3,3,80,1,17,3,5,2,0,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1626,2034,Male,Laboratory Technician,Single,No,Y,3,36,1,1480,3,Associates Degree,1,4,30,3,1,2,2088,15062,4,12,3,3,80,0,13,2,8,7,7,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-2464,2872,Female,Laboratory Technician,Married,No,Y,4,38,1,594,2,Associates Degree,1,3,75,2,1,2,2468,15963,4,14,3,2,80,1,9,2,6,1,0,5
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-2469,2877,Female,Laboratory Technician,Single,No,Y,3,42,1,748,9,Associates Degree,1,1,74,3,1,4,3673,16458,1,13,3,3,80,0,12,3,12,9,5,8
